what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279342457
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279444441
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279454444
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279567465
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279570355
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279586978
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279607111
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279887037
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279888938
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279906391
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1359279908631
started,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1359279908651
opened,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1359279908831
opened,view,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.views.ProblemView,1359279909041
opened,view,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1359279909602
opened,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1359279909802
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1359279912803
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359279915693
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279915753
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359279916963
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359279917323
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359279917403
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359279917403
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1359279918654
started,bundle,org.eclipse.compare,3.4.1.r34x_20090121,org.eclipse.compare,1359279920954
