what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276802699
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276805659
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276901236
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276906528
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276907929
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276908419
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276947785
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359276949736
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359277101814
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1359277124097
started,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1359277124207
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359277124667
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359277162954
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1359277184898
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359277185748
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359278491428
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359278494119
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359278520288
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359278563445
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359278847650
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1359278969230
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1359278998885
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1359279002156
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1359279002736
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1359279002976
