what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141919485
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141922268
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1350141924323
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141934448
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141934558
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1350141939283
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1350141940237
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141946465
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141952089
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1350141958216
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141965991
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141970687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141988113
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350141991179
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142026679
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142058321
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1350142064003
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142095096
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142095156
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1350142104347
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142105500
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142112121
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1350142116459
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142124858
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1350142124930
