what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1351361534324
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1351361534734
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1351361535740
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361537168
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361539005
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1351361543593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361544560
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361548505
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361548940
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361591301
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361592572
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361695891
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1351361717945
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361754128
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361762371
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1351361764157
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351361775539
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351361779009
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351361783772
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351361784981
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361788943
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351361795743
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351361799837
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351361821195
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351361826896
