what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860851305
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860862045
started,bundle,org.eclipse.jst.jsp.core,1.2.121.v200901290830,org.eclipse.jst.jsp.core,1359860862321
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.rename.element,1359860877084
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860885284
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860890525
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860895355
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860896387
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359860901416
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359860901441
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.views.showView,1359860901442
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860902616
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860907148
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1359860907912
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359860909772
closed,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359860909777
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860921497
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860927883
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860937682
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860941666
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1359860954995
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860965073
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860966254
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1359861064559
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1359861066098
