what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351344313183
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1351344323694
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351344324444
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351345822229
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351345822772
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351346353385
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351346354036
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351346700894
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351346701565
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351346702641
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351346703374
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1351346704357
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1351346704373
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1351346704388
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1351346704388
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351346704497
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1351346705106
