what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1351363165429
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363166165
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363170363
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363191293
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363197569
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351363221190
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1351363223582
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363225092
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363229719
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1351363273679
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1351363274629
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351363278199
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351363282570
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351363284563
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1351363285920
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363287116
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363304596
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363318764
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363405406
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363411935
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1351363416029
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351363485194
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351363486854
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1351363489930
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1351363492450
