what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1359859925353
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359859928850
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359859932880
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359859935065
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359859935093
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.views.showView,1359859935094
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359859935929
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359859937500
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1359859938296
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359859952360
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1359859955879
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359859958246
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1359859958916
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1359859964266
closed,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1359859964276
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1359859974014
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860107104
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860155025
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860250319
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860369344
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.selectAll,1359860597909
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1359860598474
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1359860601548
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860603505
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1359860634484
