what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1352000048805
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1352000049635
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352000052384
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352000088073
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352000089736
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352000463547
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352000465482
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352004470124
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352004470663
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352010996902
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352010997619
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352014311936
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352014313350
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352014315425
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1352014315488
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1352014315513
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1352014315538
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1352014315548
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1352014315613
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1352014315950
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1352014315970
